respondent_id,party_id,V162313,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
278,Republican,100,60,70,100,100,100,60,50,60,50,30,50,85,70,85,0,85,50,100,100
279,Independent,40,50,30,30,85,70,15,85,40,50,15,40,50,100,30,30,0,50,85,50
280,Democrat,0,70,50,50,60,100,85,70,60,70,60,70,50,100,100,50,100,70,60,70
281,Independent,70,85,50,100,100,70,50,0,50,60,70,50,50,100,50,0,60,50,85,60
282,Independent,100,40,50,50,60,100,50,50,50,100,50,0,50,50,60,30,50,100,50,100
283,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,Independent,50,50,50,60,60,60,50,50,40,50,50,40,50,50,50,50,70,50,50,50
285,Democrat,30,85,50,70,40,50,40,60,60,50,70,50,40,70,50,50,70,50,70,40
286,Independent,40,50,NA,NA,85,85,60,NA,40,0,30,100,60,100,100,15,1,0,85,50
287,Democrat,40,40,100,60,70,60,40,60,60,50,40,85,50,70,70,40,70,50,100,30
288,Republican,50,50,50,50,50,85,60,50,50,50,50,85,50,100,50,50,15,50,70,100
289,Independent,15,70,40,15,40,70,60,60,40,70,30,85,85,60,70,85,60,50,40,0
290,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Democrat,40,100,0,0,50,85,50,100,100,50,30,85,60,100,100,40,100,60,100,0
292,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,Democrat,40,70,50,0,40,85,70,85,40,50,70,70,40,100,100,60,85,40,60,0
294,Democrat,40,70,70,70,85,100,70,70,85,100,70,60,100,100,100,NA,100,100,70,50
295,Democrat,60,85,62,30,100,100,42,81,85,60,87,70,70,100,100,50,100,50,93,100
296,Republican,85,70,85,70,85,85,60,70,85,85,60,85,85,85,85,70,85,70,100,85
297,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,Independent,0,0,40,60,0,100,60,0,70,100,40,60,40,100,100,0,70,100,70,30
299,Republican,NA,0,60,60,100,100,50,50,70,100,40,50,100,100,100,50,70,100,100,40
300,Independent,30,70,50,100,85,85,70,85,85,50,0,85,85,85,85,40,85,50,85,85
301,Independent,85,30,85,70,50,85,30,85,70,85,15,60,85,85,85,15,40,85,100,60
302,Democrat,15,70,40,30,15,100,85,85,85,100,30,85,50,85,100,70,100,40,85,30
303,Democrat,30,70,40,30,30,70,60,70,30,40,40,70,30,70,70,85,85,40,70,40
304,Independent,50,60,60,60,85,85,15,85,70,70,70,70,15,100,70,40,85,70,100,60
305,Independent,60,60,50,50,50,50,60,85,50,50,85,50,50,85,50,70,100,50,70,40
306,Independent,40,30,70,70,60,60,40,40,40,85,40,50,70,50,85,15,40,85,85,60
307,Democrat,10,50,45,45,50,50,30,70,50,50,45,50,40,85,50,50,70,45,80,30
308,Republican,NA,50,50,50,70,70,70,50,70,70,70,50,70,50,50,50,100,70,100,70
309,Republican,NA,85,70,50,85,100,40,15,85,50,85,0,60,100,70,50,60,50,85,100
310,Republican,NA,85,85,100,85,100,70,60,100,85,60,70,60,85,85,70,100,85,85,85
311,Republican,60,25,55,40,30,75,40,40,40,50,30,50,50,50,50,15,50,50,65,45
312,Independent,40,15,50,60,50,50,30,30,30,85,15,50,70,50,70,0,85,70,50,50
313,Democrat,50,60,40,NA,NA,100,NA,60,85,15,40,NA,15,60,NA,40,40,30,70,40
314,Independent,70,25,60,40,65,60,20,20,50,60,20,20,70,40,60,50,35,60,100,60
315,Independent,40,30,60,60,50,70,50,30,60,50,50,50,50,50,50,40,60,50,50,60
316,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,Republican,70,70,85,85,70,70,60,60,70,70,60,60,85,85,85,30,70,70,70,85
318,Democrat,0,85,50,40,100,100,50,100,85,50,60,50,0,100,100,40,100,50,100,0
319,Democrat,0,100,50,40,30,100,60,100,60,50,40,85,30,100,100,85,40,50,100,0
320,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,Democrat,0,60,60,30,50,70,70,100,30,60,30,50,50,85,70,70,100,60,50,15
322,Independent,40,85,50,50,50,100,70,60,60,0,60,70,50,100,50,70,100,15,50,60
323,Independent,30,60,100,60,40,85,60,60,70,85,60,60,100,100,100,40,85,100,100,85
324,Republican,0,50,50,50,70,70,0,80,0,50,0,70,0,50,50,50,95,85,85,0
325,Independent,0,0,50,60,40,85,70,70,85,70,15,85,70,100,100,50,100,85,100,15
326,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,Republican,40,40,70,70,60,50,40,50,60,85,40,50,60,85,85,30,85,85,70,60
328,Democrat,15,85,0,15,0,100,85,85,85,60,60,100,85,100,85,85,100,70,85,40
329,Democrat,0,50,40,30,15,50,40,60,60,50,40,50,50,60,50,40,100,50,50,0
330,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,Democrat,0,60,70,50,100,100,100,60,100,100,100,50,50,100,100,60,60,100,100,70
332,Republican,40,40,70,85,70,70,40,40,70,85,40,70,40,60,100,30,70,50,85,60
333,Democrat,25,80,30,50,NA,NA,75,75,75,NA,60,NA,50,75,NA,80,80,NA,90,20
334,Republican,70,0,85,70,60,85,0,15,60,85,30,15,70,15,85,15,30,85,100,85
335,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,Independent,40,100,70,40,60,100,70,70,70,60,30,85,70,100,85,15,100,50,70,50
337,Republican,70,15,100,100,85,85,15,15,70,100,15,30,85,70,100,0,70,100,100,100
338,Independent,70,15,70,70,50,85,30,40,60,100,40,50,85,100,100,30,85,100,85,85
339,Republican,40,60,70,40,70,70,60,70,60,60,60,60,30,85,70,40,85,50,70,60
340,Republican,15,NA,70,85,85,85,60,85,40,70,60,60,60,100,NA,NA,85,40,85,100
341,Democrat,0,40,15,15,30,50,60,85,70,60,15,50,30,70,60,85,60,60,50,0
342,Republican,60,15,40,40,50,60,40,15,50,60,50,60,70,85,70,15,60,50,85,60
343,Republican,50,NA,50,50,85,85,60,50,60,50,50,50,50,85,50,50,85,50,100,60
344,Democrat,60,85,50,0,30,60,70,60,60,30,0,60,50,10,85,50,30,30,30,30
345,Republican,20,70,40,70,50,100,70,60,85,30,50,50,60,85,40,5,85,60,100,100
346,Republican,70,40,60,70,50,85,85,85,85,50,60,60,30,85,70,50,85,50,85,70
347,Democrat,15,50,40,40,60,50,50,70,40,50,40,50,40,50,50,40,85,50,70,30
348,Independent,100,30,100,85,70,100,85,70,100,100,15,100,100,100,100,30,85,100,100,85
349,Independent,0,85,15,40,0,60,40,85,30,50,40,50,60,85,100,85,100,40,50,0
350,Republican,40,85,60,70,85,85,85,70,60,70,60,85,70,100,85,30,40,60,100,85
351,Democrat,0,100,0,0,30,70,70,85,30,0,70,50,50,100,100,50,100,0,85,50
352,Republican,0,40,15,60,NA,30,30,NA,40,85,40,15,50,15,60,50,85,0,100,40
353,Republican,40,40,50,70,70,60,40,30,40,60,30,50,60,85,60,50,70,60,85,50
354,Democrat,30,100,60,0,30,85,85,100,85,0,70,85,40,100,85,85,100,40,70,70
355,Republican,85,100,50,50,70,100,85,100,100,100,70,100,100,100,50,50,100,100,100,100
356,Independent,40,15,85,70,70,60,50,40,60,85,60,60,85,70,85,15,85,85,85,85
357,Independent,30,50,50,40,30,50,50,50,50,50,15,50,40,50,100,40,85,50,50,0
358,Democrat,0,85,85,60,0,100,85,70,70,50,70,70,0,100,100,60,100,NA,70,70
359,Independent,70,40,50,40,40,70,40,60,40,85,40,30,70,70,70,30,60,50,85,40
360,Independent,40,50,60,40,30,60,40,60,40,50,50,40,40,70,50,50,70,50,70,30
361,Democrat,30,50,50,50,40,50,50,50,60,50,40,50,50,50,50,50,85,50,70,0
362,Democrat,0,85,50,50,100,100,60,60,85,0,40,70,50,100,85,60,85,15,100,0
363,Independent,50,50,50,50,85,85,60,50,100,85,70,50,50,85,50,50,100,50,85,100
364,Republican,40,50,100,60,70,100,60,30,85,70,50,50,85,100,100,30,100,70,85,100
365,Democrat,40,50,50,40,30,85,60,100,30,85,30,85,50,100,100,50,100,50,60,15
366,Republican,50,50,NA,50,100,100,15,50,85,0,85,50,NA,100,50,NA,60,0,70,100
367,Democrat,15,40,35,50,15,60,75,50,75,50,30,50,50,50,50,45,70,50,85,15
368,Independent,15,70,40,50,60,60,30,50,60,50,60,40,30,70,50,60,60,50,50,50
369,Democrat,30,50,40,30,85,50,60,60,60,60,70,70,40,70,50,50,85,60,60,30
370,Independent,15,60,50,85,85,70,40,85,60,85,30,40,30,85,85,30,85,85,85,85
371,Republican,85,50,60,85,70,100,50,30,60,100,40,50,85,100,85,30,100,100,85,70
372,Republican,60,50,50,50,60,50,40,15,50,50,50,50,50,50,50,30,50,50,70,60
373,Democrat,0,50,60,40,70,100,70,50,40,100,40,40,50,50,50,50,30,70,40,0
374,Independent,50,70,70,30,70,100,85,85,70,70,70,85,40,85,85,70,85,70,70,40
375,Republican,60,30,70,85,60,70,50,40,50,85,50,50,70,60,85,40,70,60,70,60
376,Republican,50,50,40,50,85,50,70,50,40,50,40,50,50,50,50,30,50,50,50,50
377,Independent,70,30,60,70,30,70,30,40,50,60,50,50,60,85,70,30,70,40,70,70
378,Independent,15,50,50,50,40,50,50,50,70,50,15,50,50,85,50,40,85,50,50,15
379,Independent,50,30,100,70,70,100,60,85,70,100,65,70,100,85,100,40,100,100,85,60
380,Independent,85,30,50,40,40,85,15,60,30,15,30,60,30,60,100,NA,70,100,60,NA
381,Independent,30,50,50,50,30,50,15,50,40,40,30,50,70,85,85,50,85,40,85,40
382,Democrat,0,50,50,50,60,70,50,50,60,50,60,50,50,85,60,60,70,50,70,50
383,Democrat,15,30,50,15,30,60,50,50,70,70,40,50,0,85,70,60,85,60,70,30
384,Republican,30,30,70,40,100,50,40,40,70,40,15,15,15,NA,60,30,85,30,60,30
385,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,Independent,70,70,70,50,40,70,70,70,85,85,60,85,70,70,70,40,85,70,85,70
387,Republican,70,70,30,60,85,70,40,85,70,60,50,40,60,70,60,50,60,50,60,70
388,Independent,70,50,50,60,60,50,60,50,50,30,50,40,40,85,30,15,70,40,15,60
389,Republican,0,50,50,50,50,100,50,50,50,50,50,30,50,50,50,50,50,50,50,50
390,Independent,70,50,70,50,50,60,30,50,50,50,50,40,15,15,50,50,50,15,70,50
391,Democrat,50,40,50,50,50,50,70,30,60,0,70,50,0,100,30,50,70,0,70,30
392,Republican,15,NA,NA,NA,30,NA,85,NA,60,NA,70,NA,NA,NA,NA,NA,NA,NA,100,NA
393,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Republican,60,60,85,60,100,70,40,70,70,85,0,40,85,100,85,15,100,85,100,0
395,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,Republican,0,50,40,30,70,50,30,30,40,100,15,50,40,100,50,50,100,15,85,0
397,Democrat,15,85,50,30,40,50,50,85,60,40,40,50,50,85,50,40,70,40,70,40
398,Independent,40,40,50,40,60,50,50,50,50,40,50,50,40,50,50,40,60,40,70,50
399,Independent,50,40,70,70,NA,70,60,40,60,50,70,85,NA,70,NA,50,85,NA,70,40
400,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,Democrat,0,70,50,15,60,70,70,85,0,50,30,50,30,100,50,50,100,50,85,0
402,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Independent,0,0,0,15,50,50,60,60,30,NA,15,50,15,50,50,40,60,50,85,0
404,Democrat,15,50,50,15,30,50,70,85,60,50,30,85,50,70,70,70,85,50,70,15
405,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,Independent,50,60,30,0,50,60,50,50,50,15,40,30,15,100,100,50,60,0,40,60
407,Independent,30,50,50,50,60,60,50,50,50,50,30,60,30,60,50,50,85,50,60,40
408,Independent,30,50,60,50,50,50,50,50,70,50,50,50,50,50,50,15,50,50,85,50
409,Democrat,30,70,70,15,50,85,50,100,70,40,60,50,40,100,85,85,85,40,85,15
410,Independent,60,40,15,50,30,50,40,40,30,70,40,50,50,50,50,50,85,50,60,30
411,Republican,70,40,70,85,60,85,40,40,85,70,40,60,85,70,85,0,85,70,85,85
412,Independent,30,40,50,50,50,85,50,60,70,NA,50,50,50,85,70,50,70,50,70,NA
413,Democrat,60,50,100,30,85,60,40,100,40,100,30,85,85,100,100,40,100,100,50,85
414,Independent,15,50,40,30,30,85,60,85,60,40,15,60,50,100,60,50,100,40,50,50
415,Republican,30,60,70,60,70,70,70,60,60,70,60,60,70,10,70,60,100,85,85,40
416,Republican,20,30,50,50,50,50,50,50,50,50,50,50,50,50,50,30,10,50,50,50
417,Independent,100,70,30,50,100,100,100,100,100,70,100,50,0,100,50,0,0,30,50,NA
418,Independent,85,0,85,85,60,50,50,50,85,85,50,50,30,50,85,60,70,85,85,60
419,Republican,85,30,100,85,100,100,30,30,100,100,30,30,85,70,100,15,100,100,100,100
420,Republican,50,40,50,50,50,50,40,50,60,50,40,50,50,70,50,50,85,50,50,50
421,Democrat,0,70,40,15,40,70,70,85,30,70,40,50,30,100,50,70,85,50,50,0
422,Republican,0,50,50,50,40,70,50,50,50,50,40,50,50,60,50,50,40,50,60,60
423,Democrat,0,60,NA,15,50,85,30,30,30,NA,15,NA,0,85,NA,85,100,NA,70,NA
424,Democrat,70,70,15,0,60,85,50,100,40,0,60,70,0,100,100,60,100,0,70,0
425,Democrat,15,70,70,40,85,70,60,70,70,70,50,50,70,70,70,70,70,70,50,70
426,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Democrat,50,NA,NA,NA,70,70,80,NA,50,NA,0,0,0,0,100,NA,NA,NA,80,0
429,Independent,15,50,50,50,70,60,60,50,50,85,40,40,50,70,50,NA,70,70,60,60
430,Democrat,0,85,70,40,40,85,70,60,60,70,70,50,70,100,85,50,85,50,85,50
431,Independent,30,40,100,100,50,100,85,100,70,100,40,50,100,70,100,50,30,100,60,100
432,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Democrat,15,40,70,60,70,100,30,60,85,100,50,60,100,85,100,70,100,100,85,70
435,Independent,0,50,70,70,40,60,70,70,70,50,60,60,50,60,60,70,100,60,50,30
436,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,Democrat,30,60,85,85,70,85,85,85,85,60,70,85,60,100,100,30,100,60,100,60
438,Independent,5,70,30,50,95,100,50,70,70,100,50,50,100,100,100,70,15,100,100,100
439,Democrat,40,60,85,40,50,70,85,85,60,50,60,70,50,85,70,85,85,50,85,50
440,Republican,50,40,70,50,60,50,60,50,85,50,40,50,50,50,50,30,85,50,70,60
441,Independent,100,70,70,70,70,70,85,70,50,50,50,70,50,70,70,60,50,50,70,70
442,Independent,70,85,85,85,0,85,40,60,0,85,60,85,85,85,85,70,85,85,85,85
443,Independent,85,0,70,30,40,90,60,60,80,90,50,50,90,100,90,50,80,90,100,0
444,Independent,30,70,40,15,15,60,40,85,85,50,30,85,50,85,70,40,70,50,85,50
445,Independent,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,70,50,50,50
446,Republican,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,0,50,100
447,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,Independent,40,60,60,60,40,70,40,50,60,70,60,60,60,70,70,60,85,70,85,70
449,Democrat,0,70,60,50,50,70,50,70,50,0,50,50,0,85,85,50,70,0,85,50
450,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Democrat,50,50,70,40,85,100,70,100,85,70,85,85,85,100,70,85,70,50,85,70
452,Republican,100,15,85,70,70,70,30,15,40,100,40,70,85,70,85,0,70,70,100,100
453,Republican,85,40,100,85,100,100,70,60,100,100,40,85,100,60,100,30,100,100,100,100
454,Independent,50,70,50,50,60,85,70,60,60,50,50,50,60,85,50,50,70,50,100,85
455,Democrat,20,50,50,60,40,60,30,70,70,50,40,60,50,70,50,40,70,50,70,50
456,Democrat,0,60,0,0,70,85,70,100,85,50,70,50,50,100,100,70,100,50,100,0
457,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Independent,0,30,30,40,15,50,0,40,30,30,40,50,50,50,50,15,50,30,60,50
459,Republican,50,30,60,85,60,85,50,30,50,50,0,50,85,50,70,15,40,50,50,85
460,Independent,85,85,80,60,85,85,85,70,85,50,70,85,70,85,60,50,85,60,85,85
461,Independent,50,100,85,100,100,100,30,40,50,85,40,50,85,100,100,40,100,85,100,85
462,Independent,60,50,50,40,60,60,40,70,85,50,70,40,50,85,70,30,85,50,50,50
463,Independent,85,50,60,60,50,85,15,40,40,60,30,30,70,70,60,60,30,50,70,85
464,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,Republican,50,15,60,100,85,50,50,15,50,100,50,50,50,85,50,40,100,85,100,50
466,Independent,40,15,40,40,NA,50,50,60,50,85,50,50,50,50,50,50,85,85,85,30
467,Independent,40,30,50,40,35,60,60,55,70,50,35,45,50,60,50,40,70,40,100,39
468,Independent,NA,50,50,70,50,50,75,50,50,70,50,50,50,80,50,NA,90,50,80,70
469,Democrat,15,50,40,30,60,60,70,60,40,70,40,60,40,85,70,50,70,50,70,40
470,Democrat,60,70,85,15,40,60,85,85,85,0,40,85,15,85,85,70,85,15,70,0
471,Independent,50,50,50,50,50,50,85,50,85,50,85,85,50,70,70,60,70,60,85,70
472,Democrat,30,50,50,50,50,60,50,60,50,50,70,50,85,85,70,85,50,50,85,85
473,Independent,40,60,40,40,60,60,60,70,70,50,60,60,60,70,60,60,85,50,60,40
474,Independent,NA,30,40,50,30,100,100,70,70,15,50,40,0,100,30,50,100,50,100,85
475,Independent,0,70,0,50,40,70,60,70,60,50,40,50,50,100,70,60,85,50,60,0
476,Republican,85,0,85,85,85,85,30,30,60,100,15,50,85,60,85,15,70,100,100,85
477,Democrat,0,85,50,0,50,100,50,100,50,50,50,50,0,100,100,100,100,50,100,NA
478,Democrat,15,70,40,40,30,50,40,70,60,50,30,50,30,85,50,60,85,40,70,30
479,Democrat,50,60,50,15,85,100,85,70,60,50,40,70,15,100,50,60,100,50,85,0
480,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,Republican,60,50,60,60,50,70,50,60,50,60,30,40,50,50,50,50,50,60,50,50
482,Democrat,60,40,40,40,50,85,70,60,50,85,70,70,60,70,85,50,85,50,85,50
483,Independent,50,60,60,60,50,60,50,60,70,60,50,50,60,70,60,50,70,70,60,50
484,Independent,60,70,70,70,70,85,60,50,60,60,60,60,40,70,60,30,60,60,85,70
485,Independent,30,15,40,30,40,50,60,70,70,50,60,50,50,50,50,NA,70,50,50,50
486,Independent,15,85,50,50,50,70,60,60,60,100,60,15,50,85,85,50,100,100,50,15
487,Independent,70,60,85,40,40,70,70,85,85,60,70,60,60,100,85,40,85,60,85,100
488,Independent,60,15,100,60,40,70,30,40,50,85,15,40,60,60,70,30,50,85,85,100
489,Democrat,10,70,100,85,100,100,0,50,40,0,30,50,70,70,0,50,0,0,100,85
490,Democrat,15,40,40,40,70,100,60,60,50,50,50,85,60,100,85,60,100,50,60,15
491,Democrat,0,100,50,0,70,85,70,100,30,0,30,50,0,100,85,85,85,0,30,0
492,Democrat,0,50,30,0,40,50,50,100,40,50,0,50,50,100,100,60,100,50,50,0
493,Independent,30,50,50,50,30,50,50,50,40,50,15,50,50,50,50,50,70,50,50,30
494,Independent,50,60,50,50,85,100,60,70,60,0,30,40,30,85,60,40,100,0,85,60
495,Independent,30,NA,50,NA,40,100,40,NA,60,50,NA,40,40,80,70,50,100,50,70,0
496,Independent,40,70,NA,50,50,100,50,60,0,85,15,15,50,100,50,NA,85,50,70,100
497,Democrat,30,85,30,40,40,50,70,85,70,50,60,50,50,85,60,70,85,30,50,15
498,Republican,0,60,40,40,85,70,40,60,70,70,50,40,60,85,60,50,100,70,70,40
499,Republican,60,40,50,50,70,50,30,50,60,50,15,50,50,50,50,50,70,50,60,50
500,Republican,50,40,70,70,50,50,50,30,60,60,40,50,50,70,50,0,40,50,85,85
501,Democrat,15,NA,60,30,40,70,NA,80,70,85,40,80,NA,85,85,60,85,80,85,40
502,Independent,30,100,30,50,60,85,50,85,50,50,40,70,30,100,50,50,85,30,85,50
503,Democrat,30,50,40,50,50,50,40,70,50,50,50,50,50,100,50,50,70,50,50,30
504,Independent,30,50,50,50,70,60,70,70,85,50,70,40,50,70,70,85,60,50,60,NA
505,Independent,30,50,60,50,40,70,50,50,50,50,50,50,50,70,50,50,85,50,70,50
506,Republican,40,70,60,70,85,100,30,60,85,85,60,60,70,100,60,60,60,70,100,100
507,Independent,30,50,30,50,70,60,60,70,60,50,30,50,50,70,50,15,100,50,100,15
508,Independent,40,30,50,50,15,70,70,30,85,50,30,40,50,85,50,30,40,50,85,50
509,Democrat,30,85,15,0,30,100,40,100,30,0,30,60,15,100,100,70,85,0,70,0
510,Republican,40,30,85,85,50,60,40,15,70,70,40,50,40,70,70,15,70,50,85,40
511,Independent,70,40,85,60,60,85,30,50,70,60,50,70,70,70,85,50,50,60,85,85
512,Democrat,30,15,50,30,40,60,70,60,60,50,40,50,50,70,60,60,85,50,60,15
513,Democrat,60,60,40,40,30,70,50,60,60,70,40,70,50,70,70,50,70,70,70,40
514,Democrat,0,60,50,0,40,100,85,100,60,50,70,100,60,100,100,85,100,50,50,0
515,Democrat,30,60,40,40,50,85,30,50,50,50,50,50,50,85,50,50,85,50,50,15
516,Democrat,85,100,40,30,0,50,40,100,40,85,30,100,0,100,100,60,100,100,100,0
517,Democrat,0,50,40,30,40,60,40,85,50,40,40,60,0,70,50,60,70,40,70,40
518,Republican,15,50,50,70,60,85,70,50,70,40,70,30,50,50,60,50,40,40,70,60
519,Republican,50,100,100,100,100,100,100,100,50,100,70,70,100,100,100,70,40,100,100,100
520,Independent,15,85,0,60,40,100,60,60,40,50,30,60,50,85,50,15,65,50,70,0
521,Republican,100,NA,50,15,40,100,40,50,40,70,50,50,NA,NA,NA,NA,NA,NA,50,NA
522,Independent,50,100,70,60,50,70,60,70,60,75,50,50,50,100,50,50,50,70,70,50
523,Republican,40,40,60,50,60,85,30,40,60,60,40,40,60,85,60,50,60,60,60,40
524,Republican,15,100,60,60,60,85,60,70,70,60,70,60,70,100,85,NA,85,85,85,70
525,Independent,85,50,85,70,60,70,50,50,60,70,30,50,70,100,70,15,100,60,60,60
526,Republican,NA,85,60,70,70,85,70,60,70,70,70,60,60,70,85,50,60,60,85,50
527,Republican,100,NA,85,85,85,85,70,60,70,70,60,60,50,85,70,30,85,70,100,NA
528,Republican,50,50,70,50,70,100,50,50,60,50,50,50,50,50,50,50,85,50,70,50
529,Republican,50,85,85,85,70,100,70,30,40,50,40,40,50,100,50,0,85,50,70,100
530,Independent,85,15,100,70,100,85,50,15,30,100,0,50,100,50,100,0,0,100,100,70
531,Republican,35,5,51,69,55,49,5,30,20,50,30,40,50,49,50,45,38,50,90,75
532,Republican,85,40,50,85,60,50,40,40,60,100,60,50,50,60,50,15,70,50,85,60
533,Independent,40,100,15,0,30,100,50,85,30,50,30,100,50,100,100,50,100,50,50,30
534,Republican,60,60,85,95,70,100,10,100,40,60,50,30,95,100,95,15,75,60,95,85
535,Republican,30,40,50,60,50,50,40,50,70,50,30,50,50,70,70,30,60,50,70,50
536,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,Independent,50,50,70,0,50,100,0,100,0,100,0,50,100,100,100,0,50,100,100,100
538,Democrat,0,100,40,15,50,100,60,100,85,15,70,70,70,100,85,60,100,30,70,60
539,Independent,50,50,70,50,30,100,50,50,40,85,60,0,50,50,50,50,50,70,50,60
540,Independent,0,70,70,50,70,100,60,60,70,100,60,100,85,85,70,50,100,85,70,100
541,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,Republican,60,50,50,50,60,85,50,50,60,50,50,50,50,100,70,50,100,50,60,70
543,Democrat,15,60,50,30,40,70,85,85,60,50,15,70,40,85,70,60,100,50,85,40
544,Republican,0,100,NA,85,85,85,100,85,100,50,100,100,60,100,70,50,100,15,100,100
545,Republican,70,70,15,60,70,100,60,85,60,60,60,60,85,100,100,50,100,60,70,50
546,Independent,40,50,50,40,50,70,60,60,60,70,60,70,70,85,70,50,85,70,70,70
547,Democrat,60,85,30,40,50,60,50,60,50,100,50,50,70,85,100,50,100,100,50,40
548,Independent,70,50,50,50,50,50,50,50,50,50,60,50,85,50,50,50,70,50,85,85
549,Democrat,30,70,40,30,0,85,60,60,60,0,40,50,30,100,100,60,100,0,85,0
550,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,Democrat,0,50,15,0,40,50,40,70,40,50,40,50,50,85,50,50,70,50,50,0
552,Independent,40,50,60,50,70,50,50,60,70,50,70,50,50,70,50,60,85,50,85,30
553,Independent,100,0,50,70,100,50,60,40,50,100,40,50,50,30,50,50,40,100,100,85
554,Republican,50,60,85,70,85,100,60,60,60,50,60,40,70,70,70,40,15,50,85,100
555,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,Independent,0,50,50,40,50,50,15,70,50,50,40,85,60,50,50,50,70,40,85,85
557,Democrat,0,100,70,85,70,60,100,85,85,50,100,100,100,100,100,100,100,50,100,100
558,Democrat,40,60,50,50,30,60,70,50,70,50,70,60,60,70,60,60,60,15,60,50
559,Independent,NA,15,50,60,50,60,15,85,40,50,30,40,50,50,70,100,60,50,85,85
560,Democrat,15,100,85,100,70,100,70,100,70,100,70,85,100,100,100,50,100,85,100,100
561,Independent,50,85,40,40,70,70,85,40,70,50,70,70,70,100,70,60,70,50,60,70
562,Republican,70,60,85,85,100,85,70,40,85,70,30,70,85,100,70,15,100,85,100,85
