respondent_id,party_id,V162313,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
1981,Republican,70,40,77,83,100,77,41,43,78,91,32,39,85,59,69,53,87,90,75,0
1982,Democrat,58,100,2,1,1,100,48,99,59,0,61,50,41,100,100,87,100,1,51,3
1983,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Democrat,30,70,70,0,70,85,70,100,85,50,60,70,50,85,85,60,100,50,100,0
1985,Republican,70,71,70,84,72,70,70,71,72,61,71,85,85,71,86,70,70,71,85,70
1986,Independent,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1987,Democrat,0,20,0,10,30,80,80,100,85,100,80,100,80,100,100,80,100,50,80,0
1988,Democrat,15,85,24,0,70,85,85,91,5,15,68,85,15,90,91,90,91,5,85,0
1989,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Democrat,15,70,0,15,15,50,50,70,50,50,40,50,30,70,50,70,85,15,50,0
1991,Democrat,0,50,50,50,50,100,60,50,40,0,60,0,0,100,40,50,85,0,60,0
1992,Democrat,4,75,41,36,61,62,32,79,99,19,34,40,87,100,87,60,98,5,81,44
1993,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Republican,50,22,89,90,76,81,89,6,35,89,12,79,91,90,93,1,91,90,89,72
1995,Independent,60,40,40,60,40,85,30,30,40,70,40,40,85,85,85,50,85,70,85,40
1996,Republican,60,70,85,70,100,70,70,50,70,85,60,85,40,100,85,40,85,100,100,70
1997,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Democrat,0,50,1,15,50,50,50,70,50,15,15,50,50,50,50,60,90,15,50,15
1999,Republican,50,30,85,70,70,50,40,30,70,70,40,50,60,15,70,15,60,50,100,40
2000,Democrat,4,50,15,4,16,50,75,93,51,40,50,78,32,90,50,80,85,14,33,1
2001,Republican,69,3,63,72,55,69,37,24,45,95,22,53,79,26,92,66,88,89,92,44
2002,Democrat,68,34,47,45,15,51,55,68,69,58,67,76,48,78,79,39,99,47,80,25
2003,Republican,15,60,0,60,50,100,85,85,100,0,100,0,15,100,0,70,50,0,100,100
2004,Republican,40,10,40,40,40,50,50,20,80,50,40,50,85,20,50,10,70,85,85,50
2005,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Democrat,70,60,60,0,70,100,85,100,40,60,40,70,70,100,85,50,100,40,15,30
2007,Republican,1,31,61,16,85,70,16,41,16,61,0,31,17,16,31,0,16,16,85,60
2008,Independent,30,0,0,30,60,50,50,40,30,70,40,50,50,0,50,0,50,50,50,0
2009,Democrat,0,40,0,0,40,85,60,85,40,70,15,85,40,85,50,70,85,60,85,0
2010,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Democrat,0,97,51,16,61,50,40,79,71,15,51,63,51,99,70,86,86,41,78,17
2012,Independent,75,0,85,70,10,90,10,40,80,90,15,50,85,70,95,0,95,95,95,60
2013,Democrat,70,85,80,50,100,70,85,85,100,70,100,70,50,70,50,100,100,50,100,60
2014,Republican,50,0,85,85,100,50,50,40,70,100,40,50,60,30,100,0,85,60,100,60
2015,Independent,60,50,60,70,70,70,60,40,50,85,30,70,85,85,85,40,100,70,100,70
2016,Independent,15,15,40,60,30,100,60,85,50,50,0,15,70,85,70,60,85,0,100,40
2017,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Republican,40,0,50,95,90,50,10,15,65,50,25,10,50,10,50,0,70,50,80,65
2019,Republican,60,70,70,NA,85,85,85,70,85,85,85,85,85,100,85,NA,70,85,85,85
2020,Democrat,30,50,50,32,70,50,60,60,0,98,0,50,50,50,50,60,100,99,98,50
2021,Independent,50,28,83,80,70,76,36,56,80,77,37,45,80,79,84,51,60,78,63,79
2022,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Democrat,1,61,1,0,97,99,98,99,1,97,0,97,30,99,99,NA,96,99,50,2
2024,Independent,100,0,100,50,100,100,0,0,30,100,15,0,100,60,100,0,0,100,100,100
2025,Independent,85,0,85,100,100,100,0,60,0,100,0,40,100,15,100,0,40,100,100,100
2026,Independent,30,60,15,0,15,85,71,85,60,85,40,85,85,100,100,85,100,85,50,15
2027,Independent,68,87,40,33,82,81,62,32,50,78,40,69,50,100,87,50,71,70,100,15
2028,Independent,41,31,50,31,65,50,51,60,51,50,51,50,50,70,50,51,22,50,98,36
2029,Independent,50,5,100,85,75,85,15,25,65,100,30,30,75,45,90,5,35,100,100,100
2030,Democrat,30,56,54,30,64,62,36,66,64,70,48,70,64,75,75,60,89,66,65,0
2031,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2032,Democrat,0,53,0,31,87,85,52,100,19,50,0,85,0,100,54,89,50,32,85,0
2033,Independent,70,40,100,80,75,70,40,30,70,80,0,40,70,90,80,20,60,80,80,60
2034,Independent,72,86,87,88,84,86,84,99,87,79,86,70,NA,88,86,85,70,82,98,60
2035,Republican,100,0,50,75,90,100,10,15,50,85,20,50,55,45,80,0,40,85,100,45
2036,Republican,40,40,85,100,85,85,15,0,85,100,0,50,70,85,85,0,40,85,100,100
2037,Republican,0,15,85,70,70,70,40,60,70,85,30,50,85,70,70,60,70,85,85,70
2038,Democrat,50,86,50,30,70,99,61,71,50,51,50,50,41,86,85,51,99,50,70,16
2039,Republican,50,50,70,100,30,83,36,50,60,98,52,50,50,51,99,50,85,85,70,50
2040,Republican,75,83,92,79,70,100,70,79,70,79,85,70,92,100,90,40,70,70,85,100
2041,Independent,50,0,85,70,40,85,85,30,70,85,60,85,85,85,85,15,85,85,100,100
2042,Republican,50,44,79,86,72,80,50,64,59,75,67,64,63,65,75,40,74,77,78,78
2043,Republican,70,85,85,85,85,85,60,65,66,100,46,85,100,85,99,55,70,85,85,85
2044,Republican,40,15,70,60,70,60,15,15,15,50,15,40,40,60,50,0,60,40,85,40
2045,Democrat,30,92,21,3,23,40,50,70,40,30,30,50,30,90,50,40,90,8,40,0
2046,Democrat,16,85,16,16,16,60,70,71,50,51,15,51,50,85,85,30,84,31,50,50
2047,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2048,Independent,0,31,50,76,63,51,51,51,80,51,51,50,55,86,60,16,51,50,84,55
2049,Democrat,0,84,4,17,2,50,59,76,40,0,33,61,28,95,79,85,99,0,60,0
2050,Democrat,70,85,40,0,15,85,15,85,40,60,30,85,0,85,85,40,85,40,85,0
2051,Democrat,40,40,50,40,50,60,40,70,50,50,50,50,50,85,70,40,80,50,80,40
2052,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2053,Republican,85,0,85,85,70,100,15,0,60,100,0,60,85,100,100,0,60,60,60,100
2054,Independent,38,52,97,51,30,70,40,50,50,86,50,40,84,71,83,51,97,51,97,50
2055,Republican,32,16,72,85,71,60,39,44,70,51,34,60,45,44,66,12,78,54,96,54
2056,Democrat,17,0,50,40,59,NA,61,97,58,99,61,50,62,30,NA,NA,98,98,NA,1
2057,Republican,50,70,80,70,90,85,20,70,65,88,45,65,50,75,85,60,98,80,55,50
2058,Independent,50,0,100,85,50,50,40,30,50,70,50,40,50,30,50,50,50,50,100,70
2059,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2061,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,Democrat,30,60,40,30,60,85,60,70,40,60,40,70,30,85,70,60,85,50,70,15
2063,Independent,50,39,49,49,49,50,51,45,51,50,10,51,35,51,50,45,49,49,70,49
2064,Independent,30,50,50,50,50,50,50,50,85,50,50,50,50,85,50,NA,85,40,50,50
2065,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2066,Democrat,40,50,50,40,40,60,40,60,40,50,40,40,50,70,50,50,100,50,50,30
2067,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2068,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2069,Democrat,1,75,0,11,50,41,79,97,82,2,49,70,16,100,51,50,41,0,50,0
2070,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2071,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2072,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2073,Independent,15,3,51,1,15,60,31,50,40,99,1,30,51,17,98,49,97,84,71,2
2074,Republican,16,61,28,61,71,61,52,62,60,25,61,41,16,88,52,71,86,51,71,31
2075,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2076,Republican,70,0,85,85,70,70,0,15,60,100,0,40,70,0,100,0,60,85,100,40
2077,Independent,50,0,85,85,50,50,70,50,50,100,30,50,85,50,85,0,60,50,100,50
2078,Independent,0,30,0,15,15,30,30,25,25,40,40,40,0,40,25,50,30,0,30,0
2079,Independent,50,70,100,85,70,85,60,30,60,60,60,60,50,100,50,70,70,60,85,70
2080,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2081,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2082,Democrat,70,NA,60,40,40,100,70,85,85,NA,40,70,70,100,85,60,85,70,85,0
2083,Republican,60,0,100,100,100,100,40,35,40,100,0,40,50,30,100,0,80,70,100,80
2084,Democrat,30,10,90,10,0,70,90,70,50,90,50,80,90,100,90,30,65,90,90,40
2085,Republican,100,100,100,100,100,100,100,40,85,100,0,100,100,100,100,0,100,100,100,100
2086,Republican,100,0,100,100,100,100,50,60,70,100,0,50,100,60,100,0,60,100,100,96
2087,Independent,15,40,50,30,50,60,15,70,50,50,0,50,60,60,50,60,85,50,60,0
2088,Republican,70,100,0,60,40,70,15,30,40,0,40,30,0,100,50,30,15,0,15,85
2089,Independent,50,50,30,50,30,100,50,50,40,60,50,50,85,50,100,50,100,30,50,60
2090,Republican,85,0,85,85,85,85,40,70,50,100,50,50,85,85,85,0,60,100,70,85
2091,Republican,50,40,50,70,60,50,40,40,60,50,15,50,50,60,50,30,50,50,50,50
2092,Republican,50,60,70,50,100,70,50,50,60,70,15,70,60,85,50,50,85,50,60,30
2093,Republican,50,72,92,85,51,85,51,51,70,100,38,52,85,NA,100,50,69,100,100,68
2094,Republican,51,85,73,85,85,100,70,85,100,85,100,70,70,100,85,70,98,85,85,85
2095,Independent,22,7,90,69,58,43,22,59,58,86,36,30,61,61,58,70,73,67,79,6
2096,Independent,70,50,50,40,40,50,60,60,60,85,0,40,50,70,60,60,60,40,70,30
2097,Republican,60,10,85,70,NA,50,0,30,65,85,55,0,75,40,85,10,60,85,95,65
2098,Republican,50,0,95,95,50,70,45,5,45,90,0,45,65,50,90,0,60,85,95,85
2099,Independent,65,50,30,51,30,40,70,70,40,50,60,42,50,90,50,50,85,50,69,57
2100,Democrat,16,100,31,14,48,50,52,91,50,49,18,53,50,100,49,49,80,51,85,50
2101,Independent,60,50,51,49,50,69,50,48,83,50,50,50,50,49,68,50,85,50,84,50
2102,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103,Independent,50,100,0,50,50,70,50,50,100,60,50,50,0,100,100,70,100,0,85,15
2104,Independent,70,30,15,70,85,100,30,50,40,100,60,40,85,50,70,30,40,100,100,30
2105,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2106,Republican,59,59,71,87,84,84,6,2,32,60,2,2,62,84,70,2,71,61,70,59
2107,Republican,17,36,2,1,51,60,61,98,71,69,32,60,0,83,99,71,77,51,60,16
2108,Republican,100,50,85,85,70,100,70,70,70,100,50,85,100,100,100,50,40,100,100,100
2109,Independent,28,95,10,40,50,70,61,90,62,60,70,60,25,95,95,70,95,60,70,5
2110,Democrat,70,15,80,75,60,74,61,16,70,85,60,75,80,70,85,70,80,80,95,40
2111,Independent,46,51,85,68,63,60,63,64,60,74,68,54,61,63,68,62,69,72,78,50
2112,Republican,50,1,50,51,50,85,50,2,52,51,2,NA,72,84,51,0,50,51,85,61
2113,Independent,0,50,50,50,70,100,50,50,85,50,40,50,100,100,100,50,100,50,85,50
2114,Republican,15,50,0,40,95,90,70,85,60,100,40,41,100,85,100,50,15,100,100,40
2115,Republican,98,53,97,69,84,97,80,86,80,95,98,73,88,63,72,62,69,68,85,98
2116,Democrat,40,100,30,0,0,85,60,100,70,0,60,70,50,100,70,60,85,0,30,0
2117,Independent,5,0,55,NA,0,65,5,75,90,100,15,55,0,0,75,0,15,100,100,NA
2118,Independent,85,50,40,70,40,70,30,70,85,85,30,50,85,85,85,60,70,50,100,15
2119,Independent,40,30,50,50,40,60,40,60,60,60,40,40,60,85,70,60,85,60,85,15
2120,Republican,15,71,50,50,51,85,52,51,51,70,40,40,60,96,86,52,41,62,99,87
2121,Democrat,0,100,50,50,50,100,85,85,85,50,70,NA,50,100,85,85,100,50,50,0
2122,Republican,85,0,85,80,60,100,40,40,85,85,40,50,75,60,70,15,85,50,100,50
2123,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2124,Democrat,42,60,52,59,NA,88,20,91,69,99,NA,85,90,95,92,75,78,97,94,59
2125,Independent,60,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,100
2126,Democrat,30,90,30,10,10,90,70,90,60,50,60,85,50,100,90,70,100,50,85,0
2127,Republican,70,0,85,85,85,85,60,0,60,60,30,70,70,60,70,0,70,60,100,70
2128,Republican,70,60,85,100,70,85,70,70,70,85,60,70,85,100,85,30,100,85,85,85
2129,Independent,0,90,0,0,0,50,61,86,30,0,15,52,0,100,60,100,60,0,50,0
2130,Independent,45,0,70,55,60,50,45,60,45,60,0,50,15,40,40,0,40,60,70,0
2131,Independent,29,16,69,71,56,79,44,34,64,56,53,43,46,82,91,7,90,56,53,56
2132,Independent,41,51,21,31,75,51,16,55,50,51,28,9,21,51,100,9,76,50,69,59
2133,Independent,0,60,40,70,85,60,70,85,60,40,40,50,50,100,85,50,60,50,60,70
2134,Republican,100,0,100,85,70,85,15,0,60,100,60,15,100,15,50,15,40,100,70,100
2135,Republican,60,NA,50,50,NA,75,40,50,30,50,5,NA,NA,75,NA,NA,85,50,NA,30
2136,Republican,89,NA,NA,NA,NA,82,NA,NA,NA,86,55,18,70,74,73,NA,51,78,77,70
2137,Democrat,15,50,50,0,30,70,40,60,60,30,60,60,0,85,85,50,100,0,85,15
2138,Democrat,18,82,43,61,67,95,26,43,54,6,62,34,30,85,33,54,43,26,57,100
2139,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2140,Republican,42,51,90,70,95,100,41,41,80,86,61,61,86,85,85,31,80,90,86,70
2141,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2142,Republican,83,10,70,57,61,77,25,45,43,72,12,0,50,25,75,44,40,69,79,57
2143,Republican,23,40,40,70,60,50,40,30,60,70,60,30,60,50,50,50,70,40,70,50
2144,Independent,51,87,51,41,17,70,85,92,42,50,17,86,51,85,87,70,88,51,90,16
2145,Republican,50,NA,50,50,40,100,50,70,85,50,40,40,70,85,NA,50,70,60,100,85
2146,Independent,50,50,51,85,61,60,60,50,85,51,85,50,51,53,52,51,86,60,100,0
2147,Republican,40,100,100,50,70,100,60,0,50,60,50,40,60,100,60,0,60,100,70,100
2148,Independent,20,0,100,59,69,85,32,31,31,100,7,47,62,0,63,0,75,99,100,98
2149,Democrat,15,85,30,15,30,50,60,100,30,50,60,85,15,100,50,85,85,30,50,15
2150,Independent,11,59,40,5,60,60,40,85,80,41,30,50,15,70,50,58,46,8,84,3
2151,Democrat,0,85,60,15,0,100,85,100,40,0,30,85,15,100,70,100,85,0,100,0
2152,Republican,100,2,85,85,52,50,40,1,84,85,51,70,49,23,71,31,71,90,100,51
2153,Democrat,60,60,60,60,70,85,70,85,60,50,70,70,70,100,85,70,85,50,85,50
2154,Independent,65,75,100,75,100,100,50,60,75,85,50,60,85,100,100,75,55,85,50,100
2155,Independent,70,85,85,85,85,85,70,70,70,70,60,70,70,100,60,50,70,70,85,60
2156,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2157,Republican,40,10,90,99,80,80,0,0,85,75,0,0,70,75,75,0,75,50,90,75
2158,Republican,50,50,100,50,50,70,50,50,50,50,40,50,50,50,50,50,95,50,85,50
2159,Independent,40,70,15,30,40,100,40,85,70,60,30,30,40,85,85,60,70,60,85,15
2160,Republican,33,16,3,63,62,44,18,18,63,73,0,5,88,13,69,1,72,74,96,44
2161,Independent,51,51,51,51,52,100,40,100,90,31,51,52,85,85,50,0,90,0,85,72
2162,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2163,Independent,61,59,50,40,61,100,31,41,41,51,30,41,100,100,61,30,31,70,70,85
2164,Democrat,15,85,70,15,60,100,85,100,85,70,85,70,30,100,100,100,100,85,100,0
2165,Independent,32,60,70,62,59,66,59,45,72,40,61,34,36,65,47,31,46,29,62,65
2166,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2167,Democrat,0,60,50,0,85,30,70,85,70,50,60,60,0,85,50,50,85,30,60,0
2168,Republican,20,0,75,90,0,75,0,60,80,90,40,70,75,40,90,40,90,90,100,40
2169,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2170,Independent,0,50,50,85,50,100,85,85,100,100,100,85,50,50,50,70,100,100,100,85
2171,Republican,50,51,66,69,70,71,31,60,71,71,41,51,52,50,71,1,70,56,79,70
2172,Republican,30,50,30,60,50,50,50,45,50,30,50,50,15,85,50,50,70,30,50,60
2173,Republican,70,60,70,60,100,70,30,70,60,70,30,70,60,70,70,50,85,85,70,85
2174,Democrat,50,49,16,16,32,NA,NA,69,84,62,62,NA,50,70,NA,70,70,NA,72,NA
2175,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2176,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2177,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2178,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2179,Democrat,0,51,60,3,71,41,61,95,1,51,31,51,16,89,52,60,100,17,85,2
2180,Independent,23,30,51,60,70,50,41,41,70,62,55,55,51,56,57,50,70,50,85,66
2181,Independent,1,48,49,50,61,50,50,51,50,60,60,38,0,98,30,50,92,50,95,0
2182,Independent,0,94,3,50,80,70,48,30,61,4,46,2,49,100,80,32,100,3,68,60
2183,Republican,70,0,60,85,100,70,0,0,70,100,50,15,60,50,85,0,60,70,70,60
2184,Independent,57,50,73,60,100,73,3,50,25,100,16,11,51,50,100,0,82,85,100,80
2185,Democrat,1,70,1,29,61,71,60,89,14,38,13,70,40,90,84,85,92,3,71,2
2186,Independent,18,59,27,23,58,61,36,83,71,33,26,21,14,85,67,44,86,17,91,9
2187,Republican,40,100,50,50,100,100,70,50,50,50,40,100,50,100,100,50,100,50,100,0
2188,Republican,40,10,80,80,100,100,20,50,50,90,20,50,50,50,70,10,90,50,100,70
2189,Republican,15,15,100,85,85,50,40,15,85,100,60,50,100,100,100,0,70,100,100,85
2190,Republican,95,10,NA,68,82,87,50,66,74,100,74,62,94,47,91,36,93,98,80,68
2191,Republican,60,40,60,70,85,70,40,40,60,60,40,60,60,60,70,30,70,50,70,60
2192,Republican,20,35,60,40,75,45,75,80,75,70,40,75,45,75,50,50,75,50,85,15
2193,Democrat,2,51,50,52,40,52,51,40,52,51,52,50,51,86,50,50,72,40,61,50
2194,Republican,100,60,100,100,60,85,70,70,100,100,70,50,100,70,100,70,100,100,100,70
2195,Republican,16,40,60,61,70,60,61,75,52,61,42,51,60,75,60,50,85,50,85,60
2196,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2197,Democrat,70,50,50,40,50,85,50,85,70,50,50,50,50,85,50,60,70,50,70,50
2198,Democrat,0,85,40,40,15,50,60,70,60,15,60,50,15,85,50,50,85,15,85,50
2199,Independent,70,0,40,100,85,60,0,0,60,100,0,15,60,30,85,0,70,70,100,70
2200,Democrat,90,90,90,90,50,90,50,90,90,90,90,90,90,90,90,50,90,90,90,50
2201,Democrat,15,70,NA,30,15,85,50,70,60,50,40,50,50,100,50,60,100,0,50,0
2202,Independent,90,70,100,80,85,75,70,60,50,100,50,70,80,100,100,40,80,100,100,30
2203,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2204,Republican,50,40,40,0,15,100,40,15,0,0,0,0,0,100,0,0,40,NA,40,100
2205,Democrat,0,60,40,30,60,85,60,70,60,30,30,70,60,85,85,70,85,15,50,0
2206,Republican,41,1,71,71,51,71,31,40,70,50,51,50,51,50,50,50,100,51,71,49
2207,Independent,30,40,60,70,50,50,50,40,50,60,40,50,50,50,60,40,70,60,85,50
2208,Independent,1,85,50,0,1,70,60,99,60,51,70,30,60,100,70,50,85,30,70,0
2209,Independent,45,47,50,7,64,72,51,47,52,67,48,51,82,55,69,49,84,58,81,48
2210,Republican,61,40,72,71,62,72,60,42,74,53,30,52,52,71,72,11,73,52,87,72
2211,Republican,0,50,100,100,100,100,50,0,50,100,0,50,100,100,100,0,0,50,100,100
2212,Republican,23,60,51,51,51,52,61,50,60,90,60,51,51,96,84,NA,84,93,51,70
2213,Democrat,50,100,30,15,40,60,60,70,40,15,40,60,40,100,100,70,100,15,70,0
2214,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,Independent,40,50,52,1,70,70,40,40,50,85,50,15,50,60,50,0,70,50,49,50
2216,Republican,40,50,70,50,50,60,40,50,70,50,50,50,40,70,50,50,70,50,70,70
2217,Democrat,40,0,15,0,40,100,70,85,70,40,15,85,40,100,85,85,50,40,NA,0
2218,Independent,51,42,41,42,41,51,51,61,70,32,41,61,71,61,60,41,61,30,50,41
2219,Democrat,30,42,51,16,31,70,61,72,85,53,17,63,71,99,72,31,73,53,69,52
2220,Democrat,18,50,15,1,31,51,62,70,30,16,40,61,50,76,50,71,86,1,50,1
2221,Republican,82,0,86,98,85,67,15,7,55,99,6,40,74,7,70,0,40,97,99,70
2222,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2224,Democrat,30,40,60,85,15,60,30,60,50,60,30,60,50,60,60,30,60,60,50,70
2225,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2226,Independent,0,50,50,50,0,60,40,50,50,60,50,50,0,50,50,50,60,50,70,60
2227,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2228,Republican,50,20,100,95,50,90,50,10,65,100,80,80,90,50,90,30,70,100,90,100
2229,Republican,40,50,50,50,100,85,40,50,85,60,40,40,85,100,100,50,40,50,50,30
2230,Independent,41,100,85,86,16,100,15,100,40,51,16,60,100,100,100,85,100,40,100,59
2231,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2232,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2233,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2234,Independent,50,10,50,50,50,50,30,50,85,50,15,50,50,50,50,0,70,50,100,50
2235,Republican,100,30,50,50,100,60,50,50,15,85,0,50,50,30,50,0,85,100,100,100
2236,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2237,Independent,82,32,66,85,75,99,65,25,77,87,75,51,85,82,77,16,69,85,82,71
2238,Democrat,18,97,18,32,52,99,62,69,32,42,15,87,41,97,98,38,2,40,86,99
2239,Independent,0,31,42,10,42,71,61,71,51,70,71,51,62,79,61,71,96,71,71,17
2240,Independent,50,50,60,50,70,85,50,85,60,50,50,50,50,70,70,50,50,50,70,50
2241,Republican,40,30,85,85,85,70,40,15,40,85,0,50,60,85,85,15,40,60,70,60
2242,Republican,41,50,66,84,80,71,60,16,40,84,41,41,51,60,50,40,87,70,71,51
2243,Republican,45,10,75,85,50,85,10,10,50,75,75,50,50,50,95,0,50,75,90,95
2244,Republican,50,85,40,60,60,70,70,85,70,85,50,60,60,85,85,70,60,70,85,85
2245,Republican,70,70,100,100,70,100,40,60,70,100,0,50,100,100,100,50,60,100,100,85
2246,Independent,40,50,60,85,40,60,40,60,60,60,0,50,60,60,60,50,70,60,60,40
2247,Republican,16,31,61,59,70,41,17,61,25,52,20,29,50,69,69,29,84,51,83,33
2248,Independent,50,15,60,40,60,70,15,30,60,100,15,40,70,15,50,0,85,85,100,15
2249,Democrat,32,51,47,51,100,69,62,51,86,51,68,39,52,100,50,62,86,50,77,50
2250,Republican,85,0,85,85,100,85,0,15,0,85,0,0,85,40,85,0,100,85,100,40
2251,Republican,46,47,99,82,52,84,70,62,79,50,66,39,74,94,86,67,86,50,86,100
2252,Democrat,12,16,50,59,42,84,59,84,61,71,50,52,71,60,60,52,84,59,97,40
2253,Democrat,50,50,70,50,70,60,85,80,60,80,50,60,60,100,50,50,85,50,75,15
